"","country","year","GDP","CPI","Unemployment","GNI","Household","Trade"
"53","SVK","1969",NA,NA,NA,NA,NA,NA
"54","SVK","1970",NA,NA,NA,NA,NA,NA
"55","SVK","1971",NA,NA,NA,NA,NA,NA
"56","SVK","1972",NA,NA,NA,NA,NA,NA
"57","SVK","1973",NA,NA,NA,NA,NA,NA
"58","SVK","1974",NA,NA,NA,NA,NA,NA
"59","SVK","1975",NA,NA,NA,NA,NA,NA
"60","SVK","1976",NA,NA,NA,NA,NA,NA
"61","SVK","1977",NA,NA,NA,NA,NA,NA
"62","SVK","1978",NA,NA,NA,NA,NA,NA
"63","SVK","1979",NA,NA,NA,NA,NA,NA
"64","SVK","1980",NA,NA,NA,NA,NA,NA
"65","SVK","1981",NA,NA,NA,NA,NA,NA
"66","SVK","1982",NA,NA,NA,NA,NA,NA
"67","SVK","1983",NA,NA,NA,NA,NA,NA
"68","SVK","1984",NA,NA,NA,NA,NA,NA
"69","SVK","1985",NA,NA,NA,NA,NA,NA
"70","SVK","1986",NA,NA,NA,NA,NA,NA
"71","SVK","1987",NA,NA,NA,NA,NA,NA
"72","SVK","1988",NA,NA,NA,NA,NA,NA
"73","SVK","1989",NA,NA,NA,NA,NA,NA
"74","SVK","1990",2395.56458240433,NA,NA,NA,NA,58.3416749819773
"75","SVK","1991",2680.04102617742,NA,NA,NA,NA,89.90857517864
"76","SVK","1992",2908.81083227843,NA,NA,NA,NA,136.203529140257
